City_name,Country,Date,Cloudiness,Lat,Lng,Humidity,Max_Temp,Wind
Hella,NO,1579330622,95,67.2,14.43,83,32.0,27.51
Desnogorsk,RU,1579330622,11,54.15,33.28,96,27.34,5.44
Sitka,US,1579330622,20,57.05,-135.33,42,26.6,10.29
Krasnovka,RU,1579330623,97,48.82,40.09,88,30.85,6.89
Itaituba,BR,1579330623,84,-4.28,-55.98,90,73.38,1.03
Qaqortoq,GL,1579330623,90,60.72,-46.03,78,17.6,4.7
Port-Gentil,GA,1579330623,90,-0.72,8.78,94,78.8,3.36
Alghero,IT,1579330624,20,40.56,8.32,66,53.6,13.87
Gorodovikovsk,RU,1579330624,85,46.09,41.93,92,29.71,4.7
Thinadhoo,MV,1579330577,98,0.53,72.93,75,83.01,14.25
Half Moon Bay,US,1579330624,1,37.46,-122.43,81,46.99,4.88
Clyde River,CA,1579330624,1,70.47,-68.59,74,-22.0,6.93
Turukhansk,RU,1579330625,97,65.82,87.98,98,-21.08,6.13
Guarapari,BR,1579330625,90,-20.67,-40.5,88,75.2,5.82
Hong Kong,HK,1579330606,20,22.29,114.16,56,71.01,8.05
Esna,EG,1579330625,46,25.29,32.55,81,53.6,6.93
San Jose,US,1579330463,1,37.34,-121.89,70,46.99,3.11
Marsh Harbour,BS,1579330626,54,26.54,-77.06,73,69.01,28.43
Bathsheba,BB,1579330626,75,13.22,-59.52,74,78.8,14.99
Beihai,CN,1579330626,95,21.48,109.1,64,62.71,5.57
Jardim,BR,1579330626,100,-21.48,-56.14,94,74.43,0.74
Kendari,ID,1579330626,49,-3.94,122.5,67,87.15,2.75
Pamanukan,ID,1579330627,6,-6.28,107.81,57,90.84,6.04
Toro,CO,1579330627,20,4.61,-76.08,77,69.8,9.17
Sao Filipe,CV,1579330627,2,14.9,-24.5,70,69.58,13.82
Nichinan,JP,1579330627,40,31.6,131.37,35,57.2,19.46
Adwa,ET,1579330628,0,14.16,38.9,43,66.61,3.0
Shilovo,RU,1579330628,96,54.32,40.87,83,36.0,1.01
Guiren,CN,1579330628,3,33.67,118.19,61,41.97,4.05
Byron Bay,AU,1579330503,90,-28.65,153.62,94,77.0,9.17
Ouesso,CG,1579330629,71,1.61,16.05,74,74.48,3.91
Belogorsk,RU,1579330629,100,50.92,128.46,92,-0.62,2.73
Whitehorse,CA,1579330609,5,60.72,-135.05,65,-36.0,2.3
Mazagao,BR,1579330629,75,-0.12,-51.29,100,78.8,6.93
Sioux Lookout,CA,1579330630,90,50.1,-91.92,85,15.8,6.93
Anadyr,RU,1579330630,100,64.75,177.48,85,24.8,26.84
Mongo,TD,1579330630,32,12.18,18.69,34,61.77,5.93
El Alto,PE,1579330630,99,-4.27,-81.21,74,72.88,7.65
Viru,PE,1579330631,75,-8.42,-78.75,94,68.0,6.93
Gazimurskiy Zavod,RU,1579330631,8,51.55,118.33,85,4.01,2.33
Columbus,US,1579330530,90,39.96,-83.0,74,30.99,6.93
Labuhan,ID,1579330631,43,-6.88,112.21,64,87.55,0.96
Tessalit,ML,1579330632,28,20.2,1.01,37,54.86,12.64
Srednekolymsk,RU,1579330632,100,67.45,153.68,98,-17.28,5.57
Nelson Bay,AU,1579330632,90,-32.72,152.15,88,71.01,14.99
Salina,US,1579330621,90,38.84,-97.61,93,39.0,9.17
Buribay,RU,1579330633,100,51.96,58.16,93,23.04,10.98
Iida,JP,1579330633,98,35.52,137.82,84,39.99,5.99
Aloleng,PH,1579330633,38,16.13,119.78,56,87.89,5.21
Ofunato,JP,1579330633,75,39.07,141.72,59,35.6,10.29
Valeggio sul Mincio,IT,1579330634,75,45.35,10.74,87,45.0,2.24
Nizhniy Ingash,RU,1579330634,100,56.2,96.53,88,21.02,18.66
Buraidah,SA,1579330634,75,26.33,43.98,48,64.4,9.17
Caetite,BR,1579330634,0,-14.07,-42.48,93,63.57,5.32
Tenenkou,ML,1579330635,0,14.46,-4.92,21,60.71,11.68
Asau,RO,1579330635,75,46.43,26.4,64,32.0,9.17
Diego de Almagro,CL,1579330635,2,-26.37,-70.05,49,64.02,1.52
Jalingo,NG,1579330635,13,8.88,11.37,33,65.57,6.67
Hambantota,LK,1579330635,40,6.12,81.12,70,87.8,12.75
Kumul,CN,1579330531,1,42.8,93.45,54,17.35,2.04
Ternate,ID,1579330636,53,0.8,127.4,69,82.99,8.39
Moussoro,TD,1579330636,63,13.64,16.49,38,60.84,15.14
Buchanan,LR,1579330637,75,5.88,-10.05,94,75.2,5.82
Pangnirtung,CA,1579330637,96,66.15,-65.71,95,-19.52,0.81
Sechura,PE,1579330637,85,-5.56,-80.82,88,70.0,10.65
Savasleyka,RU,1579330637,97,55.46,42.32,96,31.5,6.17
Praia,CV,1579330637,5,14.92,-23.51,82,68.0,17.22
Ouallam,NE,1579330638,0,14.32,2.09,27,59.83,10.56
Goderich,CA,1579330500,100,43.75,-81.72,80,19.0,17.0
At-Bashi,KG,1579330638,0,41.17,75.81,52,2.19,7.49
Stuttgart,DE,1579330610,20,48.78,9.18,86,42.01,3.36
Antsohihy,MG,1579330638,93,-14.88,47.99,79,83.95,3.0
Kilindoni,TZ,1579330639,100,-7.91,39.67,82,82.06,15.05
Salta,AR,1579330513,75,-24.79,-65.41,93,68.0,2.24
Gemena,CD,1579330639,98,3.25,19.77,34,71.24,2.51
Mariehamn,AX,1579330639,90,60.1,19.93,93,39.2,18.34
Udachny,RU,1579330640,98,66.42,112.4,93,-6.84,11.12
Beloha,MG,1579330640,33,-25.17,45.05,55,83.25,4.94
Kokkola,FI,1579330640,90,63.83,23.08,100,39.0,6.93
Kavaratti,IN,1579330640,20,10.57,72.64,58,86.0,6.93
Puerto Escondido,MX,1579330640,18,15.85,-97.07,59,71.55,3.94
City of San Pedro,PH,1579330386,75,14.35,121.02,70,87.8,4.7
Mogadishu,SO,1579330641,93,2.04,45.34,51,82.4,17.22
Kupang,ID,1579330641,40,-10.17,123.58,74,86.0,12.75
Valdobbiadene,IT,1579330641,75,45.9,11.99,93,45.0,2.24
Pitanga,BR,1579330641,1,-24.76,-51.76,91,60.31,9.01
Rehoboth,NA,1579330642,37,-23.32,17.08,42,74.61,2.21
Arman,RU,1579330642,100,59.7,150.17,77,2.07,8.03
Salamiyah,SY,1579330642,88,35.01,37.05,82,43.5,2.44
Tokoroa,NZ,1579330642,63,-38.23,175.87,57,71.01,5.99
Kumo,NG,1579330642,81,10.04,11.21,37,63.05,9.89
Vilhena,BR,1579330643,62,-12.74,-60.15,96,70.66,2.89
Saint Anthony,US,1579330643,90,45.02,-93.22,85,26.01,10.29
Juneau,US,1579330351,1,58.3,-134.42,48,17.6,9.17
Aswan,EG,1579330592,21,24.09,32.91,66,53.6,9.17
Tukrah,LY,1579330643,5,32.53,20.58,66,55.18,11.86
Gberia Fotombu,SL,1579330644,0,9.88,-11.17,35,61.0,1.61
Emerald,AU,1579330644,40,-23.53,148.17,23,97.0,14.99
Sorong,ID,1579330644,64,-0.88,131.25,60,87.42,6.51
Bato,PH,1579330644,5,13.35,123.37,73,81.95,6.44
Kinablangan,PH,1579330645,6,7.69,126.55,63,80.98,6.76
Fairbanks,US,1579330645,1,64.84,-147.72,74,-6.0,1.97
Severo-Yeniseyskiy,RU,1579330645,100,60.37,93.04,93,16.99,12.3
Polunochnoye,RU,1579330645,100,60.87,60.42,87,10.63,3.4
Salinopolis,BR,1579330646,100,-0.61,-47.36,82,81.27,14.97
Sinjar,IQ,1579330646,99,36.32,41.88,87,44.64,4.47
Tazovsky,RU,1579330646,93,67.47,78.7,94,-11.94,8.12
Vostok,RU,1579330646,31,46.49,135.88,88,11.59,1.83
Valleyview,CA,1579330646,81,55.07,-117.29,96,-20.63,3.71
Kieta,PG,1579330647,45,-6.22,155.63,64,84.99,2.57
Mweka,CD,1579330647,100,-4.85,21.57,97,71.46,2.59
Trairi,BR,1579330647,91,-3.28,-39.27,91,74.57,3.2
Tecolutla,MX,1579330648,18,20.48,-97.02,92,70.92,5.06
Beyneu,KZ,1579330648,100,45.32,55.2,76,31.69,9.55
Norman Wells,CA,1579330648,5,65.28,-126.83,76,-11.2,6.93
Manzhouli,CN,1579330648,100,49.6,117.43,89,2.5,1.61
Ambilobe,MG,1579330649,100,-13.2,49.05,77,83.98,2.91
Tateyama,JP,1579330649,75,34.98,139.87,93,39.2,16.11
Oswego,US,1579330649,1,43.45,-76.15,85,10.4,1.14
Bafq,IR,1579330649,97,31.61,55.41,36,53.85,14.41
Fonte Boa,BR,1579330650,46,-2.5,-66.27,96,72.28,2.13
Taku,CN,1579330650,83,39.02,117.65,74,30.2,4.47
Moroni,KM,1579330650,40,-11.7,43.26,79,84.2,13.87
Carlisle,US,1579330650,1,40.2,-77.19,62,25.0,3.2
Tuy Hoa,VN,1579330650,52,13.08,109.3,74,75.36,15.86
Liuhe,CN,1579330651,2,42.24,125.72,57,24.35,5.08
Port Hedland,AU,1579330651,89,-20.32,118.57,63,93.2,19.46
Nabire,ID,1579330651,80,-3.37,135.48,80,83.55,3.06
Bukachacha,RU,1579330651,0,52.98,116.92,81,3.18,2.01
Markova,UA,1579330368,90,48.68,24.41,92,30.2,6.71
Chicama,PE,1579330652,75,-7.84,-79.15,94,68.0,6.93
Kabo,CF,1579330652,16,7.7,18.63,30,67.78,4.23
Rundu,NA,1579330652,17,-17.93,19.77,60,75.2,3.36
Bandarbeyla,SO,1579330652,84,9.49,50.81,77,77.04,25.32
Pokhara,NP,1579330653,0,28.23,83.98,42,68.02,1.79
Monrovia,LR,1579330653,75,6.3,-10.8,94,75.2,5.82
Texarkana,US,1579330653,90,33.43,-94.05,100,60.01,12.75
Isla Mujeres,MX,1579330653,20,21.23,-86.73,69,77.0,10.29
Jega,NG,1579330653,0,12.22,4.38,27,61.39,13.85
Kahului,US,1579330654,75,20.89,-156.47,78,73.4,16.11
Zverinogolovskoye,RU,1579330654,94,54.46,64.85,95,19.49,5.46
Puteyets,RU,1579330654,82,65.17,57.09,97,2.32,4.54
Sehithwa,BW,1579330654,9,-20.47,22.72,68,72.7,3.09
Luwuk,ID,1579330654,100,-0.95,122.79,79,83.77,12.06
Yuli,NG,1579330655,72,9.7,10.27,30,66.07,10.33
Luena,AO,1579330655,20,-11.78,19.92,94,68.0,8.05
Upington,ZA,1579330655,57,-28.45,21.26,39,82.4,12.75
Deputatsky,RU,1579330656,5,69.3,139.9,96,-29.7,1.14
Morden,CA,1579330656,40,49.19,-98.1,100,21.2,5.82
Sarangani,PH,1579330656,0,5.4,125.46,77,80.8,19.3
Ekhabi,RU,1579330656,0,53.51,142.97,87,-1.97,7.85
Kununurra,AU,1579330657,63,-15.77,128.73,47,96.8,11.41
Birao,CF,1579330657,26,10.28,22.79,24,66.34,16.67
Mackay,AU,1579330657,31,-21.15,149.2,62,87.8,12.75
Biltine,TD,1579330657,49,14.53,20.92,31,63.19,15.7
